pred2ndNext	pred1rstNext	DrawId	Feat-Effectifs-Over10-MedianEffsOfOutputs	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
2	1	20180403	2	2.67	1.0	2.5	1.0
1	2	20180402	1	2.5	1.25	2.5	1.0
2	1	20180331	2	2.17	1.75	2.0	2.0
1	2	20180330	1	1.86	2.33	1.0	3.0
2	1	20180329	2	2.0	2.0	1.5	2.0
1	2	20180328	1	2.0	2.0	1.5	2.0
2	1	20180327	1	2.2	1.8	2.0	1.0
1	1	20180326	4	3.0	1.0	3.0	1.0
1	4	20180324	3	3.0	0.5	3.5	0.5
4	3	20180323	3	3.0	0.5	3.0	0.5
3	3	20180322	2	3.0	0.5	3.0	0.5
3	2	20180321	1	3.0	0.5	3.0	0.5
2	1	20180320	1	3.0	1.0	3.0	1.0
1	1	20180319	1	3.75	0.83	3.0	1.0
1	1	20180317	2	3.25	1.17	3.0	1.0
1	2	20180316	1	2.8	1.2	2.0	1.0
2	1	20180315	4	2.8	1.2	2.0	1.0
1	4	20180314	3	2.5	1.25	2.0	1.0
4	3	20180313	3	2.57	0.67	2.0	1.0
3	3	20180312	2	2.57	0.67	2.0	1.0
3	2	20180310	3	2.57	0.67	2.0	1.0
2	3	20180309	1	2.57	0.67	2.0	1.0
3	1	20180308	2	2.57	0.67	2.0	0.0
1	2	20180307	1	2.57	0.67	2.0	0.0
2	1	20180306	1	2.83	0.75	2.5	0.5
1	1	20180305	2	3.0	1.0	3.0	1.0
1	2	20180303	1	2.67	1.0	2.5	1.0
2	1	20180302	3	3.0	1.0	3.0	1.0
1	3	20180301	2	3.0	1.0	3.0	1.0
3	2	20180228	3	2.67	1.0	3.0	1.0
2	3	20180227	3	2.43	1.0	2.0	1.0
3	3	20180226	1	2.38	0.5	2.0	0.5
3	1	20180224	2	2.57	0.67	2.0	1.0
1	2	20180223	3	2.57	0.67	2.0	1.0
2	3	20180222	1	2.57	0.67	2.0	1.0
3	1	20180221	2	2.57	0.67	3.0	1.0
1	2	20180220	2	2.43	1.0	3.0	1.0
2	2	20180219	2	2.43	1.0	2.0	1.0
2	2	20180217	1	2.43	1.0	2.0	1.0
2	1	20180216	1	2.67	1.0	2.0	1.0
1	1	20180215	2	2.67	1.0	2.0	1.0
1	2	20180214	3	2.67	1.0	2.5	1.0
2	3	20180213	2	2.29	1.33	2.0	2.0
3	2	20180212	2	2.29	1.33	2.0	2.0
2	2	20180210	1	2.25	1.0	2.0	1.0
2	1	20180209	2	2.57	0.67	3.0	0.0
1	2	20180208	3	2.57	0.67	2.0	0.0
2	3	20180207	1	2.43	1.0	2.0	0.0
3	1	20180206	1	2.67	1.0	2.5	0.5
1	1	20180205	1	2.5	1.25	2.5	1.0
1	1	20180203	4	3.0	1.0	3.0	1.0
1	4	20180202	1	2.83	0.75	3.0	0.5
4	1	20180201	3	3.2	0.8	3.0	1.0
1	3	20180131	2	3.0	1.0	3.0	1.0
3	2	20180130	2	3.0	1.0	3.0	1.0
2	2	20180129	2	2.5	1.25	3.0	1.5
2	2	20180127	1	2.5	1.25	3.0	1.5
2	1	20180126	3	2.8	1.2	3.0	1.0
1	3	20180125	3	2.6	1.4	3.0	1.0
3	3	20180124	2	2.5	1.25	2.5	1.0
3	2	20180123	3	2.29	1.33	2.0	1.0
2	3	20180122	2	2.29	1.33	2.0	1.0
3	2	20180120	2	2.29	1.33	2.0	1.0
2	2	20180119	2	2.38	0.5	2.0	0.5
2	2	20180118	1	2.38	0.5	2.0	0.5
2	1	20180117	1	2.29	1.33	2.0	1.0
1	1	20180116	2	2.5	1.25	2.0	1.0
1	2	20180115	1	2.14	1.67	2.0	1.0
2	1	20180113	2	2.33	1.5	2.0	0.5
1	2	20180112	1	2.71	0.33	2.0	0.0
2	1	20180111	1	2.71	0.33	2.0	0.0
1	1	20180110	3	3.0	0.5	3.0	0.5
1	3	20180109	3	3.0	0.5	3.0	0.5
3	3	20180108	1	3.0	0.5	3.0	0.5
3	1	20180106	2	3.17	0.25	3.0	0.0
1	2	20180105	3	3.0	0.5	3.0	0.5
2	3	20180104	1	3.0	0.5	2.5	0.5
3	1	20180103	2	3.0	1.0	2.0	1.0
1	2	20180102	5	3.0	1.0	2.0	1.0
2	5	20180101	1	2.67	1.0	2.0	1.0
5	1	20171230	2	3.2	0.8	3.0	1.0
1	2	20171229	1	2.83	0.75	2.0	1.0
2	1	20171228	4	3.0	1.0	2.0	1.0
1	4	20171227	1	3.0	1.0	2.0	1.0
4	1	20171226	4	3.5	1.0	3.5	1.0
1	4	20171225	3	3.0	1.0	3.0	1.0
4	3	20171223	3	2.8	1.2	3.0	1.0
3	3	20171222	2	2.33	1.5	2.5	1.5
3	2	20171221	2	2.33	1.5	2.0	1.5
2	2	20171220	3	2.17	1.75	2.0	2.0
2	3	20171219	2	2.29	1.33	2.0	2.0
3	2	20171218	1	2.25	1.0	2.0	1.0
2	1	20171216	2	2.43	1.0	2.0	1.0
1	2	20171215	2	2.38	0.5	2.0	0.5
2	2	20171214	1	2.25	1.0	2.0	1.0
2	1	20171213	1	2.25	1.0	2.5	1.0
1	1	20171212	1	2.14	1.67	2.0	2.0
1	1	20171211	1	2.5	1.25	3.0	1.0
1	1	20171209	2	2.83	0.75	3.0	0.5
1	2	20171208	3	2.83	0.75	3.0	0.5
2	3	20171207	2	2.83	0.75	3.0	0.5
3	2	20171206	2	2.83	0.75	3.0	0.5
2	2	20171205	2	2.71	0.33	3.0	0.0
2	2	20171204	3	2.71	0.33	3.0	0.0
2	3	20171202	1	2.71	0.33	2.0	0.0
3	1	20171201	1	2.83	0.75	2.5	1.0
1	1	20171130	1	3.2	0.8	3.0	1.0
1	1	20171129	3	3.0	1.0	3.0	1.0
1	3	20171128	2	2.67	1.0	3.0	1.0
3	2	20171127	2	2.57	0.67	2.0	1.0
2	2	20171125	2	2.57	0.67	2.0	1.0
2	2	20171124	2	2.57	0.67	2.0	1.0
2	2	20171123	1	2.57	0.67	2.0	1.0
2	1	20171122	1	2.83	0.75	2.5	1.0
1	1	20171121	2	2.33	1.5	2.0	1.0
1	2	20171120	3	2.14	1.67	2.0	1.0
2	3	20171118	1	2.38	0.5	2.5	0.5
3	1	20171117	1	2.14	1.67	2.0	1.0
1	1	20171116	2	2.5	1.25	2.5	1.0
1	2	20171115	2	2.33	1.5	2.5	1.5
2	2	20171114	1	2.17	1.75	2.0	2.0
2	1	20171113	1	2.5	1.25	2.5	1.0
1	1	20171111	3	3.0	1.0	4.0	1.0
1	3	20171110	1	2.67	1.0	2.5	0.5
3	1	20171109	1	2.67	1.0	3.0	0.5
1	1	20171108	4	2.6	1.4	3.0	1.0
1	4	20171107	2	2.4	1.6	3.0	2.0
4	2	20171106	3	2.33	1.5	2.5	1.5
2	3	20171104	1	2.29	1.33	2.0	1.0
3	1	20171103	2	2.33	1.5	2.5	1.5
1	2	20171102	3	2.33	1.5	2.0	1.5
2	3	20171101	1	2.29	1.33	2.0	1.0
3	1	20171031	1	2.33	1.5	2.0	1.5
1	1	20171030	1	2.67	1.0	2.0	1.0
1	1	20171028	3	3.2	0.8	3.0	1.0
1	3	20171027	2	2.83	0.75	2.5	0.5
3	2	20171026	3	2.83	0.75	3.0	0.5
2	3	20171025	2	2.57	0.67	3.0	0.0
3	2	20171024	2	2.57	0.67	3.0	0.0
2	2	20171023	1	2.5	0.0	2.5	0.0
2	1	20171021	2	2.71	0.33	3.0	0.0
1	2	20171020	3	2.71	0.33	3.0	0.0
2	3	20171019	2	2.71	0.33	3.0	0.0
3	2	20171018	1	2.71	0.33	3.0	0.0
2	1	20171017	1	3.0	0.5	3.0	0.5
1	1	20171016	1	3.0	0.5	3.5	0.5
1	1	20171014	2	2.83	0.75	3.0	0.5
1	2	20171013	2	2.83	0.75	2.5	0.5
2	2	20171012	2	2.83	0.75	2.5	0.5
2	2	20171011	3	2.67	1.0	2.5	0.5
2	3	20171010	2	2.67	1.0	3.0	0.5
3	2	20171009	2	2.67	1.0	2.5	0.5
2	2	20171007	1	2.29	1.33	2.0	1.0
2	1	20171006	1	2.5	1.25	2.0	1.0
1	1	20171005	1	3.0	0.5	3.0	0.5
1	1	20171004	2	3.0	0.5	3.0	0.0
1	2	20171003	3	3.0	0.5	2.5	0.0
2	3	20171002	1	3.0	0.5	2.5	0.0
3	1	20170930	4	3.2	0.8	3.0	1.0
1	4	20170929	2	3.0	1.0	3.0	1.0
4	2	20170928	3	2.5	1.25	2.0	1.5
2	3	20170927	1	2.33	1.5	2.0	1.5
3	1	20170926	2	2.33	1.5	2.0	1.5
1	2	20170925	3	2.17	1.75	1.5	1.5
2	3	20170923	1	2.17	1.75	1.5	1.5
3	1	20170922	2	2.6	1.4	2.0	1.0
1	2	20170921	4	2.4	1.6	2.0	2.0
2	4	20170920	3	2.33	1.5	2.0	1.5
4	3	20170919	2	2.43	1.0	2.0	1.0
3	2	20170918	1	2.43	1.0	3.0	1.0
2	1	20170916	1	2.43	1.0	3.0	1.0
1	1	20170915	2	2.83	0.75	3.0	0.5
1	2	20170914	2	2.83	0.75	3.0	0.5
2	2	20170913	1	2.43	1.0	2.0	1.0
2	1	20170912	1	2.29	1.33	2.0	1.0
1	1	20170911	1	2.29	1.33	2.0	1.0
1	1	20170909	2	2.33	1.5	2.5	1.0
1	2	20170908	3	2.17	1.75	2.0	1.0
2	3	20170907	3	2.17	1.75	2.5	1.0
3	3	20170906	2	2.43	1.0	2.0	1.0
3	2	20170905	2	2.43	1.0	2.0	1.0
2	2	20170904	2	2.25	1.0	2.0	1.0
2	2	20170902	1	2.25	1.0	2.0	1.0
2	1	20170901	1	2.38	0.5	2.0	0.5
1	1	20170831	3	2.43	1.0	2.0	1.0
1	3	20170830	1	2.43	1.0	2.0	1.0
3	1	20170829	2	2.43	1.0	2.0	1.0
1	2	20170828	1	2.29	1.33	2.0	2.0
2	1	20170826	4	2.14	1.67	2.0	2.0
1	4	20170825	1	2.0	2.0	2.0	3.0
4	1	20170824	1	2.43	1.0	2.0	0.0
1	1	20170823	4	2.86	0.0	3.0	0.0
1	4	20170822	1	2.86	0.0	3.0	0.0
4	1	20170821	2	3.0	0.5	3.0	0.0
1	2	20170819	3	3.0	0.5	3.0	0.0
2	3	20170818	2	2.83	0.75	2.5	0.5
3	2	20170817	2	2.67	1.0	2.5	1.0
2	2	20170816	2	2.67	1.0	3.0	1.0
2	2	20170815	1	2.67	1.0	3.0	1.0
2	1	20170814	3	3.2	0.8	4.0	1.0
1	3	20170812	3	3.0	0.5	3.0	0.5
3	3	20170811	2	3.0	0.5	3.0	0.5
3	2	20170810	2	3.0	0.5	3.0	0.5
2	2	20170809	1	3.0	0.5	3.0	0.5
2	1	20170808	3	3.4	0.6	3.0	1.0
1	3	20170807	1	3.0	0.5	3.5	0.5
3	1	20170805	3	3.17	0.25	3.5	0.0
1	3	20170804	2	3.17	0.25	3.0	0.0
3	2	20170803	2	2.86	0.0	2.0	0.0
2	2	20170802	2	2.86	0.0	2.0	0.0
2	2	20170801	2	2.86	0.0	2.0	0.0
2	2	20170731	3	2.86	0.0	2.0	0.0
2	3	20170729	3	2.86	0.0	3.0	0.0
3	3	20170728	1	2.86	0.0	3.0	0.0
3	1	20170727	1	3.0	0.5	3.0	0.5
